TEAM,CONF,YEAR,POSTSEASON,SEED,G,W,WIN_PCT,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,WIN_PCT_RANK,ADJOE_RANK,ADJDE_RANK,BARTHAG_RANK,EFG_O_RANK,EFG_D_RANK,TOR_RANK,TORD_RANK,ORB_RANK,DRB_RANK,FTR_RANK,FTRD_RANK,TWOP_O_RANK,TWOP_D_RANK,THREEP_O_RANK,THREEP_D_RANK,ADJ_T_RANK,WAB_RANK
Georgetown,BE,2017,NA,NA,32,14,0.4375,107.5,96.4,0.777,52,47.4,20.1,17.3,29,30.5,42.6,38.8,51.8,46.8,34.9,32.4,70.3,-4.6,0.285,0.717,0.858,0.805,0.702,0.892,0.203,0.271,0.454,0.657,0.94,0.306,0.785,0.795,0.508,0.869,0.648,0.714
St. John's,BE,2017,NA,NA,33,14,0.424242424,108.5,102.2,0.6651,50.3,52.4,17.7,20.5,27.4,32.8,36.2,39.3,47.5,50.5,36.4,37.4,74.5,-5.1,0.271,0.762,0.626,0.717,0.477,0.272,0.703,0.857,0.328,0.894,0.562,0.263,0.274,0.378,0.702,0.155,0.968,0.691
Eastern Washington,BSky,2017,NA,NA,32,22,0.6875,108.6,110,0.4632,54.2,51.2,17.1,14.5,27.3,27.8,34.8,36.9,53.7,48.2,36.8,37.7,67.8,-5.8,0.808,0.771,0.166,0.48,0.902,0.44,0.795,0.017,0.32,0.308,0.465,0.4,0.922,0.649,0.745,0.132,0.254,0.64
Idaho,BSky,2017,NA,NA,31,19,0.612903226,101.3,105.3,0.3925,49.9,49,18.7,17.7,30.3,25.9,39.9,43,47,46.6,36.4,34.7,67.6,-9.3,0.657,0.382,0.423,0.405,0.425,0.715,0.458,0.368,0.614,0.117,0.817,0.089,0.222,0.818,0.702,0.578,0.234,0.451
Idaho St.,BSky,2017,NA,NA,30,6,0.2,97.6,114.3,0.1391,50.2,56.5,19.3,18.2,22,32.4,38.1,34.2,48.2,54.3,35.6,39.9,70.3,-20.1,0.02,0.2,0.049,0.068,0.457,0.02,0.34,0.434,0.045,0.857,0.725,0.558,0.36,0.058,0.585,0.026,0.648,0.02
Montana,BSky,2017,NA,NA,32,16,0.5,104.9,107.3,0.4375,51.2,52,15.6,18.2,28,26.8,33,44.4,49.9,52.1,35.7,34.5,68.2,-10.8,0.385,0.585,0.315,0.442,0.577,0.346,0.958,0.434,0.374,0.182,0.294,0.066,0.571,0.226,0.611,0.615,0.305,0.374
Montana St.,BSky,2017,NA,NA,30,16,0.533333333,101.8,108.2,0.3316,51.2,52.3,16.6,18.4,27.2,27.7,36.3,50.6,47.7,50.1,37.2,37.2,70.9,-12.2,0.502,0.42,0.255,0.334,0.577,0.289,0.863,0.477,0.302,0.294,0.577,0.015,0.294,0.412,0.797,0.172,0.708,0.285
Northern Arizona,BSky,2017,NA,NA,31,9,0.290322581,94.4,109.4,0.1556,46.7,52.9,20.4,16.7,31.3,26.9,33.2,32.8,46.1,54.2,31.7,33.9,70.9,-19.1,0.102,0.071,0.195,0.082,0.094,0.203,0.16,0.18,0.725,0.194,0.305,0.675,0.16,0.072,0.102,0.7,0.708,0.031
Northern Colorado,BSky,2017,NA,NA,27,11,0.407407407,97.2,105.4,0.2841,51,52.2,20.3,18.2,27.4,25.4,34.4,34.5,50.6,52,34.3,35,70.1,-12.6,0.245,0.174,0.412,0.245,0.548,0.32,0.178,0.434,0.328,0.082,0.417,0.54,0.662,0.243,0.422,0.518,0.614,0.268
Portland St.,BSky,2017,NA,NA,28,15,0.535714286,102.9,110.8,0.2979,52.5,56,16.1,22.2,25.7,31.3,38.1,36.8,53.9,56.2,33.4,37.2,73.6,-12,0.517,0.474,0.14,0.285,0.771,0.032,0.918,0.954,0.191,0.751,0.725,0.412,0.925,0.015,0.3,0.172,0.928,0.294
Sacramento St.,BSky,2017,NA,NA,29,13,0.448275862,100.1,111.4,0.2263,49.8,52.3,16.8,15.8,27.4,29.3,37.3,33.1,51.1,49.5,31,38.5,67,-13.8,0.291,0.32,0.126,0.18,0.417,0.289,0.838,0.082,0.328,0.5,0.645,0.663,0.725,0.512,0.077,0.066,0.16,0.2
Southern Utah,BSky,2017,NA,NA,31,6,0.193548387,100.5,118.5,0.1311,47.7,56.6,18.4,16.7,29.4,29.4,40.3,51.3,43,54.2,36.3,40.2,72.7,-22.9,0.014,0.345,0.012,0.062,0.177,0.018,0.549,0.18,0.508,0.514,0.848,0.009,0.022,0.072,0.688,0.018,0.88,0.005
Weber St.,BSky,2017,NA,NA,32,20,0.625,107.1,109,0.4495,56,50.6,16.9,16.5,21.4,30.3,42.9,29.5,53,49.8,40.3,35.2,68,-8.7,0.674,0.694,0.22,0.462,0.965,0.503,0.832,0.14,0.034,0.648,0.962,0.858,0.885,0.46,0.977,0.492,0.271,0.485
Campbell,BSth,2017,NA,NA,34,19,0.558823529,99.9,109.2,0.2656,51.4,50.7,18.7,17.3,24.2,28.9,36.6,38.7,50.2,49.9,35.6,34.7,67,-12.9,0.548,0.305,0.206,0.228,0.617,0.489,0.458,0.271,0.091,0.46,0.594,0.312,0.605,0.446,0.585,0.578,0.16,0.257
Charleston Southern,BSth,2017,NA,NA,28,12,0.428571429,102.2,116.1,0.1863,48.7,54.3,16.2,16.8,27.4,27.4,35,41.6,48,53.2,33.3,37.3,69.9,-13.8,0.277,0.442,0.035,0.114,0.3,0.092,0.903,0.197,0.328,0.257,0.485,0.14,0.34,0.123,0.282,0.166,0.562,0.2
Gardner Webb,BSth,2017,NA,NA,30,19,0.633333333,101.5,102.4,0.4744,52.1,49,20.4,20.4,30.8,28.6,44.7,40.8,50.3,46.8,37.6,35.5,72.3,-8.2,0.708,0.397,0.592,0.502,0.714,0.715,0.16,0.848,0.665,0.431,0.985,0.178,0.62,0.795,0.828,0.449,0.854,0.511
High Point,BSth,2017,NA,NA,28,15,0.535714286,98.2,107.9,0.2528,48.3,52.6,19.2,19.6,28.1,28,36.4,33.5,44.8,51,37.5,36.7,67.2,-11.4,0.517,0.225,0.266,0.214,0.242,0.252,0.366,0.7,0.385,0.331,0.585,0.623,0.077,0.335,0.817,0.232,0.194,0.34
Liberty,BSth,2017,NA,NA,32,21,0.65625,98.1,102.8,0.3669,52.3,52.2,16,22,15,24.7,34.2,42.2,50.4,52.1,36.1,34.9,64.2,-8.2,0.757,0.222,0.558,0.371,0.737,0.32,0.932,0.945,0,0.054,0.388,0.118,0.637,0.226,0.648,0.538,0.025,0.511
Longwood,BSth,2017,NA,NA,28,6,0.214285714,91.2,117.5,0.0513,49.3,55.1,21.9,17.4,21.5,34.1,29,32.2,49.6,52.5,32.5,40,71.8,-19.5,0.031,0.022,0.023,0.011,0.357,0.055,0.055,0.288,0.037,0.942,0.08,0.726,0.534,0.172,0.188,0.02,0.814,0.025
Presbyterian,BSth,2017,NA,NA,28,5,0.178571429,87.2,118.2,0.0295,45.5,56.1,23.3,16.9,29,31.9,27.7,36.7,43.2,53.3,33.6,39.6,65.3,-20.5,0.011,0.005,0.015,0.002,0.051,0.029,0.012,0.211,0.454,0.817,0.045,0.418,0.025,0.109,0.334,0.038,0.068,0.011
Radford,BSth,2017,NA,NA,30,14,0.466666667,95,107.6,0.1926,47.5,51.2,22.4,15.1,33.8,26.9,29.5,30,44.6,49.9,34.6,35.9,65.6,-11.8,0.317,0.094,0.28,0.122,0.157,0.44,0.026,0.037,0.871,0.194,0.105,0.846,0.065,0.446,0.465,0.375,0.082,0.314
UNC Asheville,BSth,2017,NA,NA,31,23,0.741935484,104.9,101.9,0.582,54.1,52.4,16,22.6,24.4,27.3,34.9,31.2,51.8,51.5,39,35.8,69.5,-3.5,0.874,0.585,0.64,0.631,0.894,0.272,0.932,0.968,0.108,0.242,0.471,0.789,0.785,0.283,0.945,0.392,0.468,0.742
Cal Poly,BW,2017,NA,NA,29,11,0.379310345,100.5,110.7,0.2478,47.3,52.6,16.1,17.7,25.6,30.3,29.4,41.1,45.1,50,33.5,39.8,66.4,-14.9,0.202,0.345,0.149,0.202,0.131,0.252,0.918,0.368,0.174,0.648,0.097,0.155,0.1,0.435,0.317,0.029,0.128,0.157
Cal St. Fullerton,BW,2017,NA,NA,30,17,0.566666667,97.1,103.1,0.3326,49.1,49.7,20.7,19.6,30.3,27.5,39.9,42.1,50.6,48.8,30.8,34.3,70,-11,0.571,0.162,0.535,0.34,0.34,0.638,0.12,0.7,0.614,0.271,0.817,0.123,0.662,0.589,0.071,0.649,0.571,0.357
Cal St. Northridge,BW,2017,NA,NA,28,11,0.392857143,103.3,114.4,0.2364,49.7,51.9,17.9,17.8,27.7,31.8,45,41.7,49.4,49.6,33.7,38.4,74.2,-13.1,0.222,0.505,0.046,0.191,0.394,0.363,0.669,0.382,0.354,0.8,0.988,0.138,0.511,0.498,0.342,0.075,0.957,0.242
Hawaii,BW,2017,NA,NA,29,14,0.482758621,96.6,103.6,0.311,48.5,50.8,20.3,20.3,28,28.9,36.9,38.3,48.6,50.9,32.1,33.8,68.6,-11.6,0.357,0.14,0.509,0.308,0.277,0.475,0.178,0.825,0.374,0.46,0.611,0.335,0.422,0.349,0.148,0.718,0.36,0.328
Long Beach St.,BW,2017,NA,NA,32,15,0.46875,104.3,107.9,0.4042,48.7,53.1,19.9,18.6,31.6,33,36.2,37.7,47,51.3,35.1,37.9,71.1,-10.5,0.331,0.557,0.266,0.42,0.3,0.178,0.226,0.514,0.742,0.908,0.562,0.369,0.222,0.306,0.522,0.106,0.742,0.397
UC Irvine,BW,2017,NA,NA,34,21,0.617647059,102.1,98.4,0.6042,50,44.1,19.9,15.3,31.9,26.4,29.7,40.2,48.2,41.6,35.6,32.7,67.9,-7.4,0.662,0.431,0.789,0.668,0.445,0.986,0.226,0.051,0.782,0.151,0.128,0.198,0.36,0.986,0.585,0.829,0.265,0.551
UC Riverside,BW,2017,NA,NA,27,8,0.296296296,93.1,104.7,0.2053,45.7,49.8,19.9,19.1,26,29.9,30,34.1,44.9,47.9,31.6,35.1,69,-16.3,0.114,0.057,0.449,0.134,0.06,0.618,0.226,0.597,0.202,0.594,0.134,0.563,0.082,0.672,0.091,0.506,0.394,0.102
UC Santa Barbara,BW,2017,NA,NA,27,6,0.222222222,92,106.2,0.1597,42.1,52.5,18.3,17.6,30.8,29.6,28.8,32.3,41.7,53.2,28.5,34.4,66.1,-16.2,0.042,0.037,0.378,0.085,0.002,0.263,0.572,0.34,0.665,0.548,0.074,0.715,0.005,0.123,0.008,0.629,0.111,0.111
College of Charleston,CAA,2017,NA,NA,34,25,0.735294118,104.6,99.5,0.6418,49.4,48,15.9,18.6,25.4,28.9,42.7,31.9,49.1,48.9,33.2,31.1,65.7,-2,0.862,0.58,0.758,0.697,0.365,0.82,0.94,0.514,0.165,0.46,0.942,0.752,0.477,0.578,0.268,0.955,0.091,0.785
Delaware,CAA,2017,NA,NA,31,13,0.419354839,97.5,107.2,0.2504,46.8,53.2,17.9,15.2,27.1,27.5,32.2,40,47.8,51.6,30,37,66.4,-13.7,0.254,0.191,0.318,0.208,0.105,0.158,0.669,0.045,0.277,0.271,0.234,0.218,0.317,0.28,0.04,0.192,0.128,0.208
Drexel,CAA,2017,NA,NA,31,9,0.290322581,101.9,108.8,0.3184,49.9,53.1,18.5,17.4,30.4,30.5,31.6,39.9,48.5,52.6,34.9,36,71.9,-17.3,0.102,0.422,0.229,0.32,0.425,0.178,0.509,0.288,0.622,0.657,0.211,0.223,0.394,0.158,0.508,0.358,0.82,0.08
Elon,CAA,2017,NA,NA,30,18,0.6,102.9,101.4,0.5416,52.1,48.6,16.6,14.9,24.2,26.7,30.7,26.4,50.9,48.8,35.7,32.2,69.1,-7.8,0.628,0.474,0.666,0.594,0.714,0.763,0.863,0.034,0.091,0.177,0.165,0.963,0.694,0.589,0.611,0.886,0.414,0.534
Hofstra,CAA,2017,NA,NA,31,15,0.483870968,109.4,111.8,0.4368,51.7,53.1,15.2,15.4,31.1,29.6,37.7,29.3,49.6,52,36.4,36.9,69,-11.1,0.371,0.808,0.112,0.44,0.674,0.178,0.972,0.057,0.697,0.548,0.691,0.872,0.534,0.243,0.702,0.209,0.394,0.351
James Madison,CAA,2017,NA,NA,32,10,0.3125,98.4,103.4,0.3606,50.2,51.1,21.4,17.6,29.1,25.5,36.1,38.5,50.3,50.6,33.3,34.6,65.4,-17.1,0.137,0.231,0.515,0.365,0.457,0.443,0.083,0.34,0.468,0.091,0.551,0.326,0.62,0.363,0.282,0.598,0.071,0.085
Northeastern,CAA,2017,NA,NA,31,15,0.483870968,105.2,106.5,0.4654,53.5,52.1,18.5,17,25.7,27,37.8,31,52.4,50.7,36.7,36.4,67.7,-8.9,0.371,0.597,0.36,0.482,0.848,0.332,0.509,0.225,0.191,0.205,0.705,0.8,0.851,0.358,0.737,0.269,0.242,0.471
Towson,CAA,2017,NA,NA,32,20,0.625,104.3,100.6,0.6034,48.3,49,18.7,18.7,37,26.1,45.6,47.1,49.2,47.4,30.6,34.3,69.3,-6.6,0.674,0.557,0.706,0.665,0.242,0.715,0.458,0.537,0.971,0.128,0.991,0.035,0.485,0.74,0.054,0.649,0.445,0.602
William & Mary,CAA,2017,NA,NA,29,17,0.586206897,111.5,108.7,0.5703,56.2,52.3,17.4,14.5,25.6,27.4,38.7,35.1,55.8,51,37.8,36.1,72,-6.8,0.602,0.854,0.238,0.622,0.971,0.289,0.755,0.017,0.174,0.257,0.774,0.503,0.977,0.335,0.842,0.338,0.825,0.588
Charlotte,CUSA,2017,NA,NA,29,13,0.448275862,101.6,107.5,0.3434,50.5,52.3,16.1,18.3,20.3,31,34,35.6,47.5,51.7,37.5,35.8,74.1,-10.6,0.291,0.402,0.298,0.354,0.497,0.289,0.918,0.448,0.02,0.708,0.374,0.472,0.274,0.275,0.817,0.392,0.954,0.391
FIU,CUSA,2017,NA,NA,29,7,0.24137931,102.5,111.8,0.2684,49.7,53.2,19.2,16.8,29.8,28,28.5,36.7,50.2,52.6,32.4,36.3,66.2,-18.9,0.051,0.454,0.112,0.237,0.394,0.158,0.366,0.197,0.565,0.331,0.065,0.418,0.605,0.158,0.174,0.295,0.12,0.034
Florida Atlantic,CUSA,2017,NA,NA,28,10,0.357142857,97.7,107.5,0.2501,46,51,16.6,17.7,26.9,31.2,30.4,35.9,45.5,49.2,31.4,37,70.3,-14.6,0.188,0.205,0.298,0.205,0.065,0.458,0.863,0.368,0.26,0.728,0.151,0.452,0.125,0.54,0.082,0.192,0.648,0.174
Louisiana Tech,CUSA,2017,NA,NA,31,23,0.741935484,106.4,99.8,0.6767,53.4,48,17.7,19.4,29.2,26.2,34.6,26.9,52,45.8,37.1,34.7,70,-4.8,0.874,0.677,0.743,0.731,0.84,0.82,0.703,0.651,0.482,0.134,0.437,0.949,0.814,0.866,0.78,0.578,0.571,0.705
Marshall,CUSA,2017,NA,NA,34,20,0.588235294,109.5,108.6,0.5247,53.6,51.5,15.9,16.8,24.4,32.8,37.1,31,51.8,51.3,37.4,34.6,78.9,-7.4,0.611,0.814,0.243,0.568,0.857,0.403,0.94,0.197,0.108,0.894,0.625,0.8,0.785,0.306,0.811,0.598,0.994,0.551
North Texas,CUSA,2017,NA,NA,28,8,0.285714286,95.9,109.6,0.1772,47.4,50.4,18.4,17.8,26.5,31.2,34.9,35,47.3,49.6,31.7,34.6,71.2,-17.6,0.094,0.122,0.175,0.108,0.137,0.535,0.549,0.382,0.234,0.728,0.471,0.509,0.257,0.498,0.102,0.598,0.754,0.071
Old Dominion,CUSA,2017,NA,NA,31,19,0.612903226,99.7,96.3,0.5996,45.6,46.4,17.5,20.1,35.5,25.6,34.1,38.6,44.5,44,32.4,33.6,62.6,-5.7,0.657,0.288,0.863,0.657,0.057,0.926,0.738,0.785,0.934,0.105,0.38,0.318,0.057,0.96,0.174,0.746,0.008,0.648
Rice,CUSA,2017,NA,NA,33,23,0.696969697,106.3,107.4,0.4701,53.9,50,19.4,17.4,28.6,26.2,41.5,35.7,50.9,49.7,38.9,33.9,73.9,-6.2,0.825,0.671,0.306,0.488,0.877,0.586,0.32,0.288,0.425,0.134,0.914,0.463,0.694,0.475,0.937,0.7,0.948,0.62
Southern Miss,CUSA,2017,NA,NA,29,9,0.310344828,92.4,109.2,0.1278,45,52.2,18.1,16.6,22.3,25.8,29.3,33.9,45.4,49.4,29.6,37.4,66.9,-16.7,0.131,0.051,0.206,0.057,0.037,0.32,0.612,0.154,0.057,0.111,0.094,0.58,0.12,0.523,0.028,0.155,0.151,0.091
UAB,CUSA,2017,NA,NA,32,17,0.53125,103.1,105.1,0.4449,51.3,49.8,20,17.3,30,28.1,37.7,29.4,51.3,48.8,34.1,34.2,67.8,-9.4,0.482,0.494,0.435,0.46,0.597,0.618,0.212,0.271,0.588,0.351,0.691,0.863,0.74,0.589,0.382,0.663,0.254,0.445
UTEP,CUSA,2017,NA,NA,31,15,0.483870968,100.1,102.2,0.4419,51.8,49.5,19,17.5,22.2,25,36.3,39.1,51.9,48.5,34.3,34,67.5,-11.6,0.371,0.32,0.626,0.448,0.688,0.663,0.395,0.308,0.051,0.068,0.577,0.283,0.802,0.612,0.422,0.683,0.228,0.328
UTSA,CUSA,2017,NA,NA,31,14,0.451612903,94.7,102.3,0.2925,42.6,49.7,18.1,17.6,32.4,24.2,36.2,37.9,43.7,48.4,26.7,34.8,69.5,-13.3,0.297,0.08,0.609,0.265,0.011,0.638,0.612,0.34,0.8,0.022,0.562,0.358,0.04,0.623,0,0.552,0.468,0.228
Western Kentucky,CUSA,2017,NA,NA,32,15,0.46875,102.5,107.8,0.3572,50.1,52.3,18,15.8,27.3,26.7,37.2,24.7,48.5,50.4,35.4,36.8,67.5,-11,0.331,0.454,0.272,0.362,0.448,0.289,0.635,0.082,0.32,0.177,0.64,0.98,0.394,0.383,0.565,0.229,0.228,0.357
Cleveland St.,Horz,2017,NA,NA,30,9,0.3,94.9,102.4,0.2941,46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,46.5,51.7,30.7,35.3,67.2,-15.7,0.117,0.091,0.592,0.271,0.077,0.332,0.435,0.96,0.44,0.885,0.117,0.132,0.185,0.275,0.065,0.48,0.194,0.122
Detroit,Horz,2017,NA,NA,30,8,0.266666667,102.1,113.6,0.2272,50.9,56.9,19.5,19.4,26.9,31.4,38.1,48.4,48.4,57.3,37,37.6,73.8,-17.1,0.071,0.431,0.066,0.182,0.537,0.006,0.309,0.651,0.26,0.762,0.725,0.026,0.391,0.006,0.765,0.14,0.942,0.085
Green Bay,Horz,2017,NA,NA,30,18,0.6,100.8,102.8,0.443,48.3,50.8,18,18.6,30.4,28.6,37.7,33.1,48.7,48.7,31.6,36.3,75.5,-7.7,0.628,0.365,0.558,0.457,0.242,0.475,0.635,0.514,0.622,0.431,0.691,0.663,0.431,0.598,0.091,0.295,0.98,0.537
Illinois Chicago,Horz,2017,NA,NA,34,17,0.5,100.4,106.7,0.3324,50.5,48.1,22.3,16.6,32.5,31.4,38.4,32.2,47.6,45.7,37,36,73.2,-13.3,0.385,0.334,0.343,0.337,0.497,0.809,0.029,0.154,0.805,0.762,0.76,0.726,0.285,0.883,0.765,0.358,0.917,0.228
Milwaukee,Horz,2017,NA,NA,34,11,0.323529412,98.9,107.8,0.2696,50.8,53.9,18.1,17.5,24.5,26.8,27.4,32.3,49.8,54.2,34.9,35.7,63.8,-17.8,0.16,0.251,0.272,0.24,0.522,0.106,0.612,0.308,0.122,0.182,0.04,0.715,0.554,0.072,0.508,0.406,0.02,0.062
Oakland,Horz,2017,NA,NA,32,25,0.78125,103.8,99.2,0.6289,51.2,46.3,18.4,18.9,29.3,29.1,37.7,28.5,51.9,45.3,33.3,32.2,73.4,-3.6,0.917,0.531,0.766,0.691,0.577,0.929,0.549,0.56,0.491,0.48,0.691,0.9,0.802,0.92,0.282,0.886,0.92,0.74
Valparaiso,Horz,2017,NA,NA,32,24,0.75,104.5,99.9,0.6272,50.1,47.4,18.2,17.9,30.4,26.8,36.9,32.4,50.5,46.4,33,32.8,68.7,-2,0.888,0.574,0.735,0.688,0.448,0.892,0.598,0.397,0.622,0.182,0.611,0.703,0.654,0.832,0.248,0.82,0.371,0.785
Wright St.,Horz,2017,NA,NA,30,20,0.666666667,105.3,105.4,0.4963,52,52,20.4,19.5,29.4,26.5,38,37.1,49.4,52,37.2,34.8,70.5,-6.8,0.765,0.614,0.412,0.52,0.702,0.346,0.16,0.671,0.508,0.162,0.717,0.389,0.511,0.243,0.797,0.552,0.677,0.588
Youngstown St.,Horz,2017,NA,NA,32,13,0.40625,101,112.8,0.2204,49.1,53,16,16.4,26.3,31.4,25.9,29.1,49,53.5,32.8,34.6,73.1,-15.4,0.237,0.38,0.083,0.162,0.34,0.189,0.932,0.134,0.214,0.762,0.008,0.886,0.457,0.1,0.237,0.598,0.911,0.14
Brown,Ivy,2017,NA,NA,28,13,0.464285714,102.5,113.1,0.2434,50.7,57.7,19.6,21.2,27.1,29.7,44.5,39.1,49,58.6,35.6,37.4,72.7,-11.6,0.311,0.454,0.078,0.197,0.517,0.003,0.289,0.914,0.277,0.568,0.982,0.283,0.457,0,0.585,0.155,0.88,0.328
Columbia,Ivy,2017,NA,NA,26,11,0.423076923,100,105.8,0.3433,49.7,52,18.4,20.2,27.9,31.8,29.1,34.8,47.1,50.4,36.1,36.1,70.3,-11.1,0.268,0.311,0.392,0.351,0.394,0.346,0.549,0.808,0.368,0.8,0.085,0.518,0.24,0.383,0.648,0.338,0.648,0.351
Cornell,Ivy,2017,NA,NA,28,8,0.285714286,98.9,107.4,0.2791,52.1,51.9,20.1,15.5,22,27.2,29.5,31.8,53.6,51.1,33.3,35.6,71.4,-14.6,0.094,0.251,0.306,0.242,0.714,0.363,0.203,0.06,0.045,0.234,0.105,0.76,0.914,0.318,0.282,0.438,0.762,0.174
Dartmouth,Ivy,2017,NA,NA,27,7,0.259259259,98.8,111.4,0.2015,49.9,53.3,21.7,15.8,27.7,27,33.8,30.7,48.1,53.7,35.2,35.1,68.7,-14.7,0.068,0.242,0.126,0.128,0.425,0.138,0.066,0.082,0.354,0.205,0.354,0.815,0.354,0.092,0.542,0.506,0.371,0.162
Harvard,Ivy,2017,NA,NA,26,18,0.692307692,105.7,101.4,0.6165,52.3,47.4,19.8,18.4,29.6,29.6,32.3,39.5,51.2,47.8,35.9,31.2,68.1,-5.1,0.822,0.645,0.666,0.677,0.737,0.892,0.255,0.477,0.54,0.548,0.24,0.252,0.734,0.675,0.634,0.949,0.282,0.691
Penn,Ivy,2017,NA,NA,28,13,0.464285714,102,101.6,0.5106,51.6,48.8,18.9,20.1,27.6,29.4,26,33.6,52.2,45.3,33.9,36,68.1,-8.9,0.311,0.425,0.652,0.548,0.654,0.735,0.409,0.785,0.348,0.514,0.011,0.606,0.84,0.92,0.36,0.358,0.282,0.471
Yale,Ivy,2017,NA,NA,28,18,0.642857143,105.4,105,0.5094,52.3,49.7,19.3,17,31.2,28.5,33.9,26.3,51.8,49.6,35.5,33.2,69.2,-4.8,0.728,0.625,0.44,0.545,0.737,0.638,0.34,0.225,0.708,0.4,0.362,0.969,0.785,0.498,0.577,0.783,0.428,0.705
Canisius,MAAC,2017,NA,NA,34,18,0.529411765,106.9,109.5,0.4309,53.1,54.5,18.2,20.8,30.2,32.2,30.9,33.8,51.4,56,37.1,34.3,70.8,-9,0.477,0.688,0.18,0.437,0.825,0.072,0.598,0.88,0.605,0.828,0.188,0.586,0.748,0.02,0.78,0.649,0.702,0.465
Fairfield,MAAC,2017,NA,NA,31,16,0.516129032,98,102.2,0.3818,51.3,49.5,18.6,17.5,24.3,28.2,27.2,32,52,49.4,33.5,33.1,70.7,-9.1,0.44,0.211,0.626,0.397,0.597,0.663,0.486,0.308,0.105,0.36,0.031,0.743,0.814,0.523,0.317,0.792,0.694,0.462
Manhattan,MAAC,2017,NA,NA,32,10,0.3125,95.7,107.1,0.2159,47.4,51.6,22.6,20,30.8,30.1,41,53.4,46.3,48.1,32.9,39.2,70.7,-15.7,0.137,0.117,0.32,0.151,0.137,0.392,0.023,0.768,0.665,0.614,0.891,0.003,0.174,0.658,0.242,0.049,0.694,0.122
Marist,MAAC,2017,NA,NA,32,8,0.25,100.8,112.6,0.2183,49.9,52.6,18.4,15.7,21.6,32.9,37.9,37,49.9,50.5,33.3,37.7,68.6,-17.8,0.057,0.365,0.092,0.157,0.425,0.252,0.549,0.068,0.04,0.9,0.714,0.395,0.571,0.378,0.282,0.132,0.36,0.062
Monmouth,MAAC,2017,NA,NA,34,27,0.794117647,106.7,99.5,0.6915,50.8,47,16.7,19.5,29.7,30,37.3,35.7,47.6,45.1,37.3,33.4,73.8,0.5,0.931,0.682,0.758,0.751,0.522,0.909,0.843,0.671,0.551,0.6,0.645,0.463,0.285,0.932,0.805,0.758,0.942,0.862
Niagara,MAAC,2017,NA,NA,33,10,0.303030303,99.4,109.1,0.2566,47.6,50.5,17.9,16,30.5,30.7,33.6,30.8,44,48.1,36.6,36.6,70.3,-17.9,0.125,0.274,0.218,0.217,0.168,0.515,0.669,0.102,0.642,0.682,0.345,0.806,0.045,0.658,0.72,0.246,0.648,0.057
Quinnipiac,MAAC,2017,NA,NA,31,10,0.322580645,100.7,112.7,0.2152,47.9,52.6,19.2,16.8,34.1,30.2,33,38.2,47.4,50.5,32.6,38,74.3,-15.5,0.151,0.357,0.089,0.148,0.202,0.252,0.366,0.197,0.891,0.631,0.294,0.346,0.268,0.378,0.208,0.1,0.962,0.134
Rider,MAAC,2017,NA,NA,33,18,0.545454545,99.9,104.5,0.3749,49,49,19.6,18.1,33,27.1,37,35.9,48.7,48,33.2,33.7,73.5,-10.1,0.528,0.305,0.458,0.38,0.337,0.715,0.289,0.428,0.831,0.217,0.617,0.452,0.431,0.663,0.268,0.732,0.925,0.414
Saint Peter's,MAAC,2017,NA,NA,36,23,0.638888889,102.2,95.5,0.687,51.2,48.1,17.3,20.9,25.5,25.9,33.1,29.2,47.3,48.4,38.1,31.9,62.6,-7.6,0.722,0.442,0.886,0.745,0.577,0.809,0.772,0.882,0.171,0.117,0.3,0.88,0.257,0.623,0.874,0.912,0.008,0.542
Siena,MAAC,2017,NA,NA,34,17,0.5,105.2,106.1,0.4764,49.9,50.3,19.7,17.2,35.5,29.3,40,35.5,50.2,50,32.7,33.9,70,-10.2,0.385,0.597,0.383,0.505,0.425,0.555,0.272,0.251,0.934,0.5,0.831,0.478,0.605,0.435,0.217,0.7,0.571,0.408
Akron,MAC,2017,NA,NA,35,27,0.771428571,111.1,105.4,0.6488,55.1,51,17.2,16.7,29.4,27.9,37.3,32.9,55,49,36.8,36.8,67.4,-1.9,0.908,0.837,0.412,0.708,0.937,0.458,0.78,0.18,0.508,0.322,0.645,0.669,0.957,0.56,0.745,0.229,0.22,0.794
Ball St.,MAC,2017,NA,NA,33,21,0.636363636,103.6,104.5,0.474,53.7,48.7,19.9,17.2,27.8,28.4,35.1,35.9,51.7,46.2,37.6,35.6,72.2,-6.8,0.714,0.525,0.458,0.5,0.865,0.752,0.226,0.251,0.365,0.388,0.5,0.452,0.78,0.843,0.828,0.438,0.848,0.588
Bowling Green,MAC,2017,NA,NA,31,13,0.419354839,99.8,105.8,0.3384,48,53.1,17.3,20,28.5,28.2,35.8,34.2,46.5,53.3,34.1,35.2,71.5,-12.9,0.254,0.3,0.392,0.345,0.208,0.178,0.772,0.768,0.42,0.36,0.531,0.558,0.185,0.109,0.382,0.492,0.777,0.257
