TEAM,CONF,YEAR,POSTSEASON,SEED,G,W,WIN_PCT,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,WIN_PCT_RANK,ADJOE_RANK,ADJDE_RANK,BARTHAG_RANK,EFG_O_RANK,EFG_D_RANK,TOR_RANK,TORD_RANK,ORB_RANK,DRB_RANK,FTR_RANK,FTRD_RANK,TWOP_O_RANK,TWOP_D_RANK,THREEP_O_RANK,THREEP_D_RANK,ADJ_T_RANK,WAB_RANK
Alabama A&M,SWAC,2016,NA,NA,28,10,0.357142857,98.3,113.6,0.1599,46.6,50.5,17.6,17,31.6,31.7,38.4,39.5,49,51.7,28.4,32.1,66.2,-15.1,,,,,,,,,,,,,,,,,,
Alabama St.,SWAC,2016,NA,NA,29,12,0.413793103,98,110.8,0.197,45.8,51.2,17.2,18.3,31.4,30,31.7,45,43.6,51.6,33.3,33.7,69.8,-13.1,,,,,,,,,,,,,,,,,,
Alcorn St.,SWAC,2016,NA,NA,28,13,0.464285714,96.8,111.5,0.1647,45.6,51,21.1,17.3,34.8,31.9,38.4,39.7,45.3,48.6,30.8,37,66.5,-11.5,,,,,,,,,,,,,,,,,,
Arkansas Pine Bluff,SWAC,2016,NA,NA,33,8,0.242424242,87.8,109.6,0.0719,45,49.2,23.8,20.2,27.7,37.4,30.1,53.7,44.7,49.6,30.3,32.3,65.8,-17.8,,,,,,,,,,,,,,,,,,
Grambling St.,SWAC,2016,NA,NA,28,4,0.142857143,85.9,110.5,0.0523,43.8,50.8,21.7,20,24.9,32.5,44.2,41.4,45.3,51.5,27.4,33.1,66.9,-19.7,,,,,,,,,,,,,,,,,,
Jackson St.,SWAC,2016,NA,NA,34,18,0.529411765,94.1,101.1,0.3056,45.7,45.5,17.8,20.7,32.3,28.4,30.4,48.1,45.4,44.6,30.8,31.5,68.2,-10.7,,,,,,,,,,,,,,,,,,
Mississippi Valley St.,SWAC,2016,NA,NA,35,8,0.228571429,90.2,111,0.0844,43,51,18.5,19.4,27.1,34.6,31.3,35.2,42,54.5,30.3,30.3,72.2,-21.6,,,,,,,,,,,,,,,,,,
Prairie View A&M,SWAC,2016,NA,NA,31,7,0.225806452,88.3,107.1,0.0987,41.8,50.7,21.8,23.4,30.7,36.3,36.4,47.4,42.1,53,27.3,30.6,69.7,-18.3,,,,,,,,,,,,,,,,,,
Texas Southern,SWAC,2016,NA,NA,33,18,0.545454545,105,108.7,0.4028,51.8,49.2,19.3,15.8,35.3,28.4,41.5,24.6,52.3,48.7,33.8,33.5,68.4,-7.7,,,,,,,,,,,,,,,,,,
Chicago St.,WAC,2016,NA,NA,29,1,0.034482759,90.8,112.5,0.0786,42.6,54.5,20.4,19,29.5,33.4,28.1,43.6,40.9,51.8,30.1,38.7,70.4,-21.2,,,,,,,,,,,,,,,,,,
Grand Canyon,WAC,2016,NA,NA,32,25,0.78125,103.1,100.7,0.5683,49.8,48.1,16.9,19.1,32,27.3,41.5,35.1,48.3,48.4,35.6,31.7,69.5,-1,,,,,,,,,,,,,,,,,,
New Mexico St.,WAC,2016,NA,NA,32,21,0.65625,101.3,95.9,0.6525,50.2,44.8,20.2,16.2,36,25.1,36.9,28.4,50.7,42.3,32.5,33.5,66.4,-4.1,,,,,,,,,,,,,,,,,,
Seattle,WAC,2016,NA,NA,30,13,0.433333333,94,104.9,0.2194,47.5,49.1,23.1,18.9,32.5,31.3,36,34.9,44.7,47.7,35.5,33.9,66.7,-11.2,,,,,,,,,,,,,,,,,,
UMKC,WAC,2016,NA,NA,28,9,0.321428571,101.9,110.6,0.2797,48.8,50.3,19.4,17.2,32.7,31.2,35.3,44.1,45.5,48.9,36.8,35.1,67.1,-12.9,,,,,,,,,,,,,,,,,,
UT Rio Grande Valley,WAC,2016,NA,NA,27,5,0.185185185,94.1,115.4,0.0872,47.2,52.1,17.7,14.4,23,35.7,29.6,31.1,45.7,51.9,33.1,35,68.5,-17,,,,,,,,,,,,,,,,,,
Utah Valley,WAC,2016,NA,NA,27,9,0.333333333,99.4,109.8,0.241,48.6,49.9,17.4,16.6,22.9,31,34.5,37.7,46.3,50.3,34.6,32.6,75.3,-12.2,,,,,,,,,,,,,,,,,,
BYU,WCC,2016,NA,NA,36,25,0.694444444,112,98.1,0.8223,52.9,48.3,15.8,17.8,31.2,25.2,35.3,31.9,50.2,47,38.4,33.7,74.4,-1.5,,,,,,,,,,,,,,,,,,
Loyola Marymount,WCC,2016,NA,NA,30,13,0.433333333,103.5,106.6,0.4174,47.5,53.5,16.2,20.2,28.9,31.7,28.4,42.7,45.7,51.6,33.9,37.7,68.4,-9,,,,,,,,,,,,,,,,,,
Pacific,WCC,2016,NA,NA,26,6,0.230769231,99.9,103.8,0.3924,49,50.1,19.8,16.5,28.5,29.6,38.4,49.3,49.3,47.2,32.2,36.6,67.6,-12.7,,,,,,,,,,,,,,,,,,
Pepperdine,WCC,2016,NA,NA,31,17,0.548387097,105.6,102.7,0.5793,49,49.8,16,16.1,30.3,29.8,41.1,31.4,48.3,50.2,34,32.6,68.4,-5,,,,,,,,,,,,,,,,,,
Portland,WCC,2016,NA,NA,31,11,0.35483871,107.6,109.2,0.4588,49.9,52.4,16.8,18.4,30.7,34.2,31.4,41.4,47,49.4,36.3,38.5,72.8,-12.3,,,,,,,,,,,,,,,,,,
Saint Mary's,WCC,2016,NA,NA,34,28,0.823529412,117.6,98.6,0.883,58.4,46.2,15.4,15.5,29.8,26.7,29,24.1,56.4,44.8,41,32.7,62.5,2,,,,,,,,,,,,,,,,,,
San Diego,WCC,2016,NA,NA,29,8,0.275862069,92.8,101,0.2743,45.2,50,20.6,17.4,26,28.8,33.9,42.1,46.1,48.1,29.2,36.2,67,-13.5,,,,,,,,,,,,,,,,,,
San Francisco,WCC,2016,NA,NA,29,14,0.482758621,105.5,109.6,0.3908,50,51.7,17.8,16,33.4,30.2,39.1,35.8,48.5,47.8,35.1,38.6,71.1,-8.4,,,,,,,,,,,,,,,,,,
Santa Clara,WCC,2016,NA,NA,30,10,0.333333333,101.1,107.2,0.3383,47.9,50.8,16.9,16.7,24.4,30,33.8,36.8,45.2,50.4,34.8,34.4,66.5,-11.9,,,,,,,,,,,,,,,,,,
Tulsa,Amer,2016,R68,11,32,20,0.625,109.5,99.6,0.7486,50.3,48.2,15.6,20.4,28,30.5,39.6,34.6,51.1,45,32.6,35.9,69.4,-1.2,,,,,,,,,,,,,,,,,,
Fairleigh Dickinson,NEC,2016,R68,16,32,17,0.53125,103,115.6,0.209,51.2,52.4,17.7,21,28.4,35.8,33.3,46.9,49.5,52.1,36.4,35.4,72.5,-9.9,,,,,,,,,,,,,,,,,,
Vanderbilt,SEC,2016,R68,11,33,19,0.575757576,114.5,93.2,0.9148,52.9,43.1,16.8,14.2,27.2,29.3,39.8,34.4,50.1,42.6,38.2,29.4,68.7,-0.3,,,,,,,,,,,,,,,,,,
Southern,SWAC,2016,R68,16,32,19,0.59375,98.9,106.2,0.3065,48.5,47.9,16.3,19.6,28.1,31.2,38.1,39.9,47.6,47.7,33.8,32.2,69.5,-8.1,,,,,,,,,,,,,,,,,,
Davidson,A10,2017,NA,NA,32,17,0.53125,108.8,98.6,0.7561,51.6,49.7,17.4,17.1,25.1,26.9,31.5,33.4,51.9,45.8,34.1,38.1,69.7,-5.2,,,,,,,,,,,,,,,,,,
Duquesne,A10,2017,NA,NA,32,10,0.3125,101.6,106.1,0.3798,48.9,49.9,20,17.6,29,30.2,37.1,33.3,48.3,47.9,33.4,35.9,71.7,-14.7,,,,,,,,,,,,,,,,,,
Fordham,A10,2017,NA,NA,31,13,0.419354839,96.6,98.2,0.4547,48.4,53,19.7,25.6,23.4,31,26.7,43.5,47.4,52.3,33.2,36.1,65.8,-11.8,,,,,,,,,,,,,,,,,,
George Mason,A10,2017,NA,NA,33,20,0.606060606,106.1,103.7,0.5669,49.3,48.6,18.7,14.2,31.6,24.5,39.7,27.7,48.5,48.4,34.2,32.7,70,-5.2,,,,,,,,,,,,,,,,,,
George Washington,A10,2017,NA,NA,35,20,0.571428571,107.1,103.8,0.5886,49.5,50.2,19.3,16.2,32.7,26.4,36.6,26.9,45.6,48.9,37.1,35.4,67,-5.2,,,,,,,,,,,,,,,,,,
La Salle,A10,2017,NA,NA,30,15,0.5,109.1,107,0.5548,53.3,54.3,18.6,17.7,25.7,27.6,38.3,33.1,52.4,51.3,36.4,39.4,69.9,-7,,,,,,,,,,,,,,,,,,
Massachusetts,A10,2017,NA,NA,33,15,0.454545455,99.6,99.5,0.501,49.7,46.9,20.3,19.6,28.1,30.2,34.6,44.5,53.3,44.5,29.7,34.5,73.6,-10.1,,,,,,,,,,,,,,,,,,
Richmond,A10,2017,NA,NA,35,22,0.628571429,110,102.5,0.6922,53.9,49.9,16.2,20,20.7,30.7,31.6,34.6,55.6,50.9,34.2,32.1,70.1,-3.7,,,,,,,,,,,,,,,,,,
Saint Joseph's,A10,2017,NA,NA,31,11,0.35483871,101.6,102.6,0.4729,46.6,51.2,17,18,29.8,26.6,40.1,32.5,45.7,50.3,32.4,34.9,70,-10.9,,,,,,,,,,,,,,,,,,
Saint Louis,A10,2017,NA,NA,33,12,0.363636364,95.5,103.2,0.2891,47,50.6,20.3,16.9,24.2,27.3,34.4,38.5,44.3,48.9,34.2,35.6,65.2,-12.8,,,,,,,,,,,,,,,,,,
St. Bonaventure,A10,2017,NA,NA,32,20,0.625,107.2,100.4,0.6799,49.7,49.9,17.6,20.9,33,31,42.4,41.5,48.5,48.1,34.8,35.3,70,-4.6,,,,,,,,,,,,,,,,,,
Boston College,ACC,2017,NA,NA,32,9,0.28125,104.1,101.9,0.5618,51.6,53.2,20.1,17.2,25.6,24.2,29.6,39.6,49.1,53.2,37.4,35.4,72.5,-9.8,,,,,,,,,,,,,,,,,,
Clemson,ACC,2017,NA,NA,33,17,0.515151515,115.3,98.9,0.8532,51.1,51.9,15.8,20.1,31.4,32.2,34.3,24.1,49.8,51,35.7,35.6,67.8,-0.3,,,,,,,,,,,,,,,,,,
Georgia Tech,ACC,2017,NA,NA,36,21,0.583333333,99.4,90.6,0.743,47.4,46,19.3,18.8,27.7,30.8,35.8,27.4,46.9,43.9,32.5,33.1,69.2,-2.1,,,,,,,,,,,,,,,,,,
North Carolina St.,ACC,2017,NA,NA,32,15,0.46875,111.9,105.2,0.6688,52.7,51.6,18.5,15.6,29.8,31.4,36.2,30.4,52.4,49.5,35.6,36.9,71.9,-4.1,,,,,,,,,,,,,,,,,,
Pittsburgh,ACC,2017,NA,NA,33,16,0.484848485,112.7,101.2,0.7754,51.4,51.3,17.6,14.3,28.2,29.5,39.4,26.6,49.6,50.2,36.1,35.6,67,-2,,,,,,,,,,,,,,,,,,
Syracuse,ACC,2017,NA,NA,34,19,0.558823529,116.2,100.6,0.84,53.5,50.3,18,19.7,31.6,34.5,35.1,29.2,51.3,49.6,37.9,34.3,68.2,-1.1,,,,,,,,,,,,,,,,,,
Albany,AE,2017,NA,NA,34,21,0.617647059,107.1,103.7,0.5911,51.7,51.2,18.3,17.5,33,23.6,33.4,31.4,50.3,50.7,37.1,34.7,65.5,-6.9,,,,,,,,,,,,,,,,,,
Binghamton,AE,2017,NA,NA,29,12,0.413793103,94.8,109.5,0.1598,48.8,52.2,18.6,17.1,23.5,28.2,30.8,32.2,47.1,51.3,34.4,35.7,67.2,-15.3,,,,,,,,,,,,,,,,,,
Hartford,AE,2017,NA,NA,32,9,0.28125,92.1,109.9,0.1165,47.5,51.9,20.4,18.4,24.7,34.3,32.6,34.9,45,48.7,33.9,38.9,70.3,-18.1,,,,,,,,,,,,,,,,,,
Maine,AE,2017,NA,NA,31,7,0.225806452,90.5,109.4,0.1021,45.5,53,19.1,16.6,26.9,28.8,29.6,33.5,44.8,52.2,31.2,36.4,69.6,-18.8,,,,,,,,,,,,,,,,,,
New Hampshire,AE,2017,NA,NA,29,20,0.689655172,100.6,102.3,0.4538,50.2,49.9,18.3,14.6,27.2,21.7,34.1,29.3,49.5,50.1,34.2,32.9,66.9,-6.3,,,,,,,,,,,,,,,,,,
Stony Brook,AE,2017,NA,NA,32,18,0.5625,100,104.7,0.3695,47.1,50.7,15.2,19.7,29.5,28.8,32.8,40.1,45.7,47.5,32.7,37.5,67.2,-8.3,,,,,,,,,,,,,,,,,,
UMass Lowell,AE,2017,NA,NA,30,11,0.366666667,102.9,115.4,0.2112,54.7,53.4,20.8,17.8,27.1,30.7,31.5,38.1,53.1,52.3,38.4,37,73.6,-15.6,,,,,,,,,,,,,,,,,,
UMBC,AE,2017,NA,NA,32,21,0.65625,107.5,110.2,0.4291,54,52.4,16.3,17.7,24.4,27.3,35,35.1,51.5,52.2,38.5,35.2,72,-7.4,,,,,,,,,,,,,,,,,,
Connecticut,Amer,2017,NA,NA,32,16,0.5,105.6,98.3,0.6937,48.5,45.6,18.7,16.1,29.9,30.5,34.5,32,46.1,43,35.4,33,66.1,-5.6,,,,,,,,,,,,,,,,,,
East Carolina,Amer,2017,NA,NA,33,15,0.454545455,96.6,97.1,0.4843,45.8,44.7,20.8,17,30.7,31.1,37.4,27.2,44.5,42.6,32,32.5,68.3,-8.4,,,,,,,,,,,,,,,,,,
Houston,Amer,2017,NA,NA,32,22,0.6875,112.8,98.1,0.8333,51.7,47.1,14.9,20.7,31.8,30.7,28.6,36.8,47.7,45.7,39.4,32.9,66.6,-0.9,,,,,,,,,,,,,,,,,,
Memphis,Amer,2017,NA,NA,32,19,0.59375,105.8,100.5,0.6442,48.9,48.8,16.3,19.3,31.6,30.6,36.7,33.2,51.1,47.7,29.5,33.7,70,-3.4,,,,,,,,,,,,,,,,,,
South Florida,Amer,2017,NA,NA,30,7,0.233333333,96.5,106.2,0.2504,47.7,51,23.5,19.1,30.6,34,30.7,40.1,45.9,45.1,34.6,39.6,70.1,-14.7,,,,,,,,,,,,,,,,,,
Temple,Amer,2017,NA,NA,32,16,0.5,107.9,102.4,0.6461,49.7,49.1,16.6,18.3,27.5,32.2,26.4,32.1,47,47.7,35.6,34.3,68.7,-5.8,,,,,,,,,,,,,,,,,,
Tulane,Amer,2017,NA,NA,31,6,0.193548387,103.3,106.5,0.4129,46.4,53.7,18.8,19.7,29.3,32.5,34.3,40.8,45.2,51.9,32.4,38.1,72,-15.5,,,,,,,,,,,,,,,,,,
Tulsa,Amer,2017,NA,NA,32,15,0.46875,103.7,102.3,0.5395,48.9,50.4,21.8,18.4,29.5,28.3,42.8,33.1,47.2,48.2,34.3,35.9,69.6,-6.2,,,,,,,,,,,,,,,,,,
UCF,Amer,2017,NA,NA,36,24,0.666666667,103.8,92.1,0.7975,50.4,42.7,22,14.7,32.6,25.5,39.9,22.3,48.9,39.9,35.2,31.3,67.1,-1.8,,,,,,,,,,,,,,,,,,
Jacksonville,ASun,2017,NA,NA,29,17,0.586206897,100.3,111.2,0.2332,53.8,56.6,18.5,20.9,26.3,28.5,34.6,36.8,50.4,56.5,38.8,37.8,69.2,-11.8,,,,,,,,,,,,,,,,,,
Kennesaw St.,ASun,2017,NA,NA,30,14,0.466666667,100.9,109.3,0.2848,51.3,53.8,18.9,17.5,31.1,28.5,30.6,36.2,47.7,52.8,41.2,37.3,70.6,-13,,,,,,,,,,,,,,,,,,
Lipscomb,ASun,2017,NA,NA,30,20,0.666666667,106.3,106.3,0.4995,55,52,20.1,20.3,28.3,30.9,41.2,44.2,55.7,50.9,36,36,75.7,-8.1,,,,,,,,,,,,,,,,,,
NJIT,ASun,2017,NA,NA,29,11,0.379310345,98,109.3,0.2211,48.7,55.2,19.7,18.4,30.5,25.2,33.3,36.3,47.7,53.7,33.4,38.4,69.5,-14.6,,,,,,,,,,,,,,,,,,
North Florida,ASun,2017,NA,NA,30,15,0.5,100.7,108.6,0.2957,51.3,52.7,22.2,16.7,33.3,31.8,34.9,35,50.7,51.6,34.7,36.6,71.1,-12.1,,,,,,,,,,,,,,,,,,
Stetson,ASun,2017,NA,NA,29,11,0.379310345,99.3,114.2,0.1659,49.9,52.9,14.9,15.1,21.1,33,32.6,32.2,49.9,52.6,33.4,35.6,73.9,-16.3,,,,,,,,,,,,,,,,,,
USC Upstate,ASun,2017,NA,NA,29,17,0.586206897,102.1,111.5,0.2665,52.4,50.7,17.9,14.5,30.2,30.2,31.9,29.9,52.8,51.2,34.6,33.2,69.6,-10.5,,,,,,,,,,,,,,,,,,
Illinois,B10,2017,NA,NA,34,20,0.588235294,105.1,95.3,0.7555,50.6,49.9,18.3,18.5,28.6,26.3,32.5,30.1,48.5,49.6,36.1,33.7,68.1,-1.5,,,,,,,,,,,,,,,,,,
Indiana,B10,2017,NA,NA,34,18,0.529411765,115.4,99.9,0.8408,55.2,48.7,21.4,15.7,36.4,28,34.1,36.8,54.1,47.7,38,33.7,69.7,-1.1,,,,,,,,,,,,,,,,,,
Iowa,B10,2017,NA,NA,34,19,0.558823529,112.6,101,0.779,52.5,51,18.6,19.1,31.8,32.3,34.9,27.5,49.9,49.5,37.9,35.8,72.8,-1.8,,,,,,,,,,,,,,,,,,
Nebraska,B10,2017,NA,NA,30,12,0.4,104.6,98.4,0.668,46,52,18.6,19.3,33.7,29.9,30,33.3,45.3,47.5,31.8,40.7,69.5,-5.4,,,,,,,,,,,,,,,,,,
Ohio St.,B10,2017,NA,NA,32,17,0.53125,111.2,99.4,0.7844,52.2,48.9,19.2,17.5,29.7,28.8,38.1,29.4,51.6,45.7,35.6,35.6,69.4,-3.1,,,,,,,,,,,,,,,,,,
Penn St.,B10,2017,NA,NA,33,15,0.454545455,103.4,96.8,0.6811,47.2,49.2,17.9,20.3,26.6,30.6,32.8,31.2,45.4,46.5,33.9,36.3,72.1,-4.9,,,,,,,,,,,,,,,,,,
Rutgers,B10,2017,NA,NA,32,15,0.46875,100.8,98.2,0.5757,44.7,47.5,19.7,18.9,37.5,30.1,31.2,31.2,44.5,46.6,30.2,32.7,67.9,-5.7,,,,,,,,,,,,,,,,,,
Oklahoma,B12,2017,NA,NA,31,11,0.35483871,107,94.5,0.8062,47.4,50,19,18.5,30.8,29.8,36.7,33.5,45.7,47.1,34.3,36.5,71.4,-4.5,,,,,,,,,,,,,,,,,,
TCU,B12,2017,NA,NA,38,24,0.631578947,114,97.1,0.8635,52.7,50.4,18.8,18.7,34.1,29.3,32.2,30.9,52.2,48.3,35.7,36.3,68.1,0.2,,,,,,,,,,,,,,,,,,
Texas,B12,2017,NA,NA,33,11,0.333333333,103.5,93.6,0.7608,48.8,48.1,19.6,18.3,28.4,31.2,34.5,30,51.3,47.7,29.2,32.5,69,-5.7,,,,,,,,,,,,,,,,,,
Texas Tech,B12,2017,NA,NA,32,18,0.5625,111.3,96.7,0.8348,52.9,50.8,16.5,20.3,30,25.7,35.6,35.6,51.9,48.9,36.7,35.5,65.2,-1.1,,,,,,,,,,,,,,,,,,
DePaul,BE,2017,NA,NA,32,9,0.28125,102.9,103.1,0.4937,48.1,53.8,20.4,20,29.9,30,35.6,40.2,47.7,53.6,32.6,36.1,69.1,-10.8,,,,,,,,,,,,,,,,,,
Georgetown,BE,2017,NA,NA,32,14,0.4375,107.5,96.4,0.777,52,47.4,20.1,17.3,29,30.5,42.6,38.8,51.8,46.8,34.9,32.4,70.3,-4.6,,,,,,,,,,,,,,,,,,
St. John's,BE,2017,NA,NA,33,14,0.424242424,108.5,102.2,0.6651,50.3,52.4,17.7,20.5,27.4,32.8,36.2,39.3,47.5,50.5,36.4,37.4,74.5,-5.1,,,,,,,,,,,,,,,,,,
Eastern Washington,BSky,2017,NA,NA,32,22,0.6875,108.6,110,0.4632,54.2,51.2,17.1,14.5,27.3,27.8,34.8,36.9,53.7,48.2,36.8,37.7,67.8,-5.8,,,,,,,,,,,,,,,,,,
Idaho,BSky,2017,NA,NA,31,19,0.612903226,101.3,105.3,0.3925,49.9,49,18.7,17.7,30.3,25.9,39.9,43,47,46.6,36.4,34.7,67.6,-9.3,,,,,,,,,,,,,,,,,,
Idaho St.,BSky,2017,NA,NA,30,6,0.2,97.6,114.3,0.1391,50.2,56.5,19.3,18.2,22,32.4,38.1,34.2,48.2,54.3,35.6,39.9,70.3,-20.1,,,,,,,,,,,,,,,,,,
Montana,BSky,2017,NA,NA,32,16,0.5,104.9,107.3,0.4375,51.2,52,15.6,18.2,28,26.8,33,44.4,49.9,52.1,35.7,34.5,68.2,-10.8,,,,,,,,,,,,,,,,,,
Montana St.,BSky,2017,NA,NA,30,16,0.533333333,101.8,108.2,0.3316,51.2,52.3,16.6,18.4,27.2,27.7,36.3,50.6,47.7,50.1,37.2,37.2,70.9,-12.2,,,,,,,,,,,,,,,,,,
Northern Arizona,BSky,2017,NA,NA,31,9,0.290322581,94.4,109.4,0.1556,46.7,52.9,20.4,16.7,31.3,26.9,33.2,32.8,46.1,54.2,31.7,33.9,70.9,-19.1,,,,,,,,,,,,,,,,,,
Northern Colorado,BSky,2017,NA,NA,27,11,0.407407407,97.2,105.4,0.2841,51,52.2,20.3,18.2,27.4,25.4,34.4,34.5,50.6,52,34.3,35,70.1,-12.6,,,,,,,,,,,,,,,,,,
Portland St.,BSky,2017,NA,NA,28,15,0.535714286,102.9,110.8,0.2979,52.5,56,16.1,22.2,25.7,31.3,38.1,36.8,53.9,56.2,33.4,37.2,73.6,-12,,,,,,,,,,,,,,,,,,
Sacramento St.,BSky,2017,NA,NA,29,13,0.448275862,100.1,111.4,0.2263,49.8,52.3,16.8,15.8,27.4,29.3,37.3,33.1,51.1,49.5,31,38.5,67,-13.8,,,,,,,,,,,,,,,,,,
Southern Utah,BSky,2017,NA,NA,31,6,0.193548387,100.5,118.5,0.1311,47.7,56.6,18.4,16.7,29.4,29.4,40.3,51.3,43,54.2,36.3,40.2,72.7,-22.9,,,,,,,,,,,,,,,,,,
Weber St.,BSky,2017,NA,NA,32,20,0.625,107.1,109,0.4495,56,50.6,16.9,16.5,21.4,30.3,42.9,29.5,53,49.8,40.3,35.2,68,-8.7,,,,,,,,,,,,,,,,,,
Campbell,BSth,2017,NA,NA,34,19,0.558823529,99.9,109.2,0.2656,51.4,50.7,18.7,17.3,24.2,28.9,36.6,38.7,50.2,49.9,35.6,34.7,67,-12.9,,,,,,,,,,,,,,,,,,
Charleston Southern,BSth,2017,NA,NA,28,12,0.428571429,102.2,116.1,0.1863,48.7,54.3,16.2,16.8,27.4,27.4,35,41.6,48,53.2,33.3,37.3,69.9,-13.8,,,,,,,,,,,,,,,,,,
Gardner Webb,BSth,2017,NA,NA,30,19,0.633333333,101.5,102.4,0.4744,52.1,49,20.4,20.4,30.8,28.6,44.7,40.8,50.3,46.8,37.6,35.5,72.3,-8.2,,,,,,,,,,,,,,,,,,
High Point,BSth,2017,NA,NA,28,15,0.535714286,98.2,107.9,0.2528,48.3,52.6,19.2,19.6,28.1,28,36.4,33.5,44.8,51,37.5,36.7,67.2,-11.4,,,,,,,,,,,,,,,,,,
Liberty,BSth,2017,NA,NA,32,21,0.65625,98.1,102.8,0.3669,52.3,52.2,16,22,15,24.7,34.2,42.2,50.4,52.1,36.1,34.9,64.2,-8.2,,,,,,,,,,,,,,,,,,
Longwood,BSth,2017,NA,NA,28,6,0.214285714,91.2,117.5,0.0513,49.3,55.1,21.9,17.4,21.5,34.1,29,32.2,49.6,52.5,32.5,40,71.8,-19.5,,,,,,,,,,,,,,,,,,
Presbyterian,BSth,2017,NA,NA,28,5,0.178571429,87.2,118.2,0.0295,45.5,56.1,23.3,16.9,29,31.9,27.7,36.7,43.2,53.3,33.6,39.6,65.3,-20.5,,,,,,,,,,,,,,,,,,
Radford,BSth,2017,NA,NA,30,14,0.466666667,95,107.6,0.1926,47.5,51.2,22.4,15.1,33.8,26.9,29.5,30,44.6,49.9,34.6,35.9,65.6,-11.8,,,,,,,,,,,,,,,,,,
UNC Asheville,BSth,2017,NA,NA,31,23,0.741935484,104.9,101.9,0.582,54.1,52.4,16,22.6,24.4,27.3,34.9,31.2,51.8,51.5,39,35.8,69.5,-3.5,,,,,,,,,,,,,,,,,,
Cal Poly,BW,2017,NA,NA,29,11,0.379310345,100.5,110.7,0.2478,47.3,52.6,16.1,17.7,25.6,30.3,29.4,41.1,45.1,50,33.5,39.8,66.4,-14.9,,,,,,,,,,,,,,,,,,
Cal St. Fullerton,BW,2017,NA,NA,30,17,0.566666667,97.1,103.1,0.3326,49.1,49.7,20.7,19.6,30.3,27.5,39.9,42.1,50.6,48.8,30.8,34.3,70,-11,,,,,,,,,,,,,,,,,,
Cal St. Northridge,BW,2017,NA,NA,28,11,0.392857143,103.3,114.4,0.2364,49.7,51.9,17.9,17.8,27.7,31.8,45,41.7,49.4,49.6,33.7,38.4,74.2,-13.1,,,,,,,,,,,,,,,,,,
Hawaii,BW,2017,NA,NA,29,14,0.482758621,96.6,103.6,0.311,48.5,50.8,20.3,20.3,28,28.9,36.9,38.3,48.6,50.9,32.1,33.8,68.6,-11.6,,,,,,,,,,,,,,,,,,
Long Beach St.,BW,2017,NA,NA,32,15,0.46875,104.3,107.9,0.4042,48.7,53.1,19.9,18.6,31.6,33,36.2,37.7,47,51.3,35.1,37.9,71.1,-10.5,,,,,,,,,,,,,,,,,,
UC Irvine,BW,2017,NA,NA,34,21,0.617647059,102.1,98.4,0.6042,50,44.1,19.9,15.3,31.9,26.4,29.7,40.2,48.2,41.6,35.6,32.7,67.9,-7.4,,,,,,,,,,,,,,,,,,
UC Riverside,BW,2017,NA,NA,27,8,0.296296296,93.1,104.7,0.2053,45.7,49.8,19.9,19.1,26,29.9,30,34.1,44.9,47.9,31.6,35.1,69,-16.3,,,,,,,,,,,,,,,,,,
UC Santa Barbara,BW,2017,NA,NA,27,6,0.222222222,92,106.2,0.1597,42.1,52.5,18.3,17.6,30.8,29.6,28.8,32.3,41.7,53.2,28.5,34.4,66.1,-16.2,,,,,,,,,,,,,,,,,,
College of Charleston,CAA,2017,NA,NA,34,25,0.735294118,104.6,99.5,0.6418,49.4,48,15.9,18.6,25.4,28.9,42.7,31.9,49.1,48.9,33.2,31.1,65.7,-2,,,,,,,,,,,,,,,,,,
Delaware,CAA,2017,NA,NA,31,13,0.419354839,97.5,107.2,0.2504,46.8,53.2,17.9,15.2,27.1,27.5,32.2,40,47.8,51.6,30,37,66.4,-13.7,,,,,,,,,,,,,,,,,,
Drexel,CAA,2017,NA,NA,31,9,0.290322581,101.9,108.8,0.3184,49.9,53.1,18.5,17.4,30.4,30.5,31.6,39.9,48.5,52.6,34.9,36,71.9,-17.3,,,,,,,,,,,,,,,,,,
Elon,CAA,2017,NA,NA,30,18,0.6,102.9,101.4,0.5416,52.1,48.6,16.6,14.9,24.2,26.7,30.7,26.4,50.9,48.8,35.7,32.2,69.1,-7.8,,,,,,,,,,,,,,,,,,
Hofstra,CAA,2017,NA,NA,31,15,0.483870968,109.4,111.8,0.4368,51.7,53.1,15.2,15.4,31.1,29.6,37.7,29.3,49.6,52,36.4,36.9,69,-11.1,,,,,,,,,,,,,,,,,,
James Madison,CAA,2017,NA,NA,32,10,0.3125,98.4,103.4,0.3606,50.2,51.1,21.4,17.6,29.1,25.5,36.1,38.5,50.3,50.6,33.3,34.6,65.4,-17.1,,,,,,,,,,,,,,,,,,
Northeastern,CAA,2017,NA,NA,31,15,0.483870968,105.2,106.5,0.4654,53.5,52.1,18.5,17,25.7,27,37.8,31,52.4,50.7,36.7,36.4,67.7,-8.9,,,,,,,,,,,,,,,,,,
Towson,CAA,2017,NA,NA,32,20,0.625,104.3,100.6,0.6034,48.3,49,18.7,18.7,37,26.1,45.6,47.1,49.2,47.4,30.6,34.3,69.3,-6.6,,,,,,,,,,,,,,,,,,
